,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.8571428571428571,0.75,0.75,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6650246305418719,0.6650246305418719,0.6650246305418719,0.6650246305418719,0.6650246305418719,0.6650246305418719,0.6650246305418719,0.6650246305418719,0.6650246305418719,0.6650246305418719,0.6650246305418719,0.6650246305418719
1,0.7142857142857143,0.7647058823529411,0.7647058823529411,0.7733333333333333,0.7733333333333333,0.7733333333333333,0.7733333333333333,0.7310344827586207,0.7310344827586207,0.7310344827586207,0.7310344827586207,0.7310344827586207,0.7310344827586207,0.7310344827586207,0.6929824561403509,0.6929824561403509,0.6929824561403509,0.6929824561403509,0.6929824561403509,0.6929824561403509
2,0.5769230769230769,0.5769230769230769,0.47761194029850745,0.47761194029850745,0.47761194029850745,0.47761194029850745,0.5084745762711864,0.5084745762711864,0.5084745762711864,0.5084745762711864,0.5084745762711864,0.5084745762711864,0.5084745762711864,0.5084745762711864,0.5084745762711864,0.5084745762711864,0.5084745762711864,0.5223463687150838,0.5223463687150838,0.5223463687150838
3,0.7058823529411765,0.5901639344262295,0.5901639344262295,0.5901639344262295,0.5901639344262295,0.5901639344262295,0.5413533834586466,0.5413533834586466,0.5413533834586466,0.5413533834586466,0.5413533834586466,0.5413533834586466,0.5413533834586466,0.5344827586206896,0.5344827586206896,0.5344827586206896,0.5344827586206896,0.5344827586206896,0.5344827586206896,0.5344827586206896
4,0.7142857142857143,0.75,0.75,0.7323943661971831,0.7323943661971831,0.7323943661971831,0.7323943661971831,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.7052023121387283,0.6884735202492211,0.6884735202492211,0.6884735202492211
5,0.75,0.85,0.8431372549019608,0.8431372549019608,0.8431372549019608,0.780952380952381,0.780952380952381,0.780952380952381,0.780952380952381,0.780952380952381,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222
6,0.6666666666666666,0.6818181818181818,0.7872340425531915,0.7872340425531915,0.7551020408163265,0.7551020408163265,0.7551020408163265,0.7551020408163265,0.7551020408163265,0.7252252252252253,0.7252252252252253,0.7252252252252253,0.7252252252252253,0.7252252252252253,0.7252252252252253,0.7252252252252253,0.7252252252252253,0.7252252252252253,0.7252252252252253,0.7252252252252253
7,0.5833333333333334,0.5833333333333334,0.5857142857142857,0.5857142857142857,0.5857142857142857,0.5857142857142857,0.5857142857142857,0.610062893081761,0.610062893081761,0.610062893081761,0.610062893081761,0.610062893081761,0.610062893081761,0.610062893081761,0.610062893081761,0.5915492957746479,0.5915492957746479,0.5915492957746479,0.5915492957746479,0.5915492957746479
8,0.5384615384615384,0.5,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.43703703703703706,0.43703703703703706,0.43703703703703706,0.43703703703703706,0.43703703703703706,0.43703703703703706,0.43703703703703706,0.43703703703703706,0.5017182130584192,0.5017182130584192,0.5017182130584192,0.5017182130584192,0.5017182130584192,0.5017182130584192,0.5017182130584192
9,0.17647058823529413,0.3,0.3,0.3,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.39737991266375544,0.39737991266375544,0.39737991266375544,0.39737991266375544,0.39737991266375544,0.39737991266375544,0.39737991266375544,0.39737991266375544,0.39737991266375544,0.39737991266375544
